ID,old_url
ui_api_1675,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1675
ui_api_168,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_168
ui_api_1680,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1680
ui_api_1685,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1685
ui_api_169,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_169
ui_api_1690,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1690
ui_api_1697,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1697
ui_api_170,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_170
ui_api_1702,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1702
ui_api_1707,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1707
ui_api_171,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_171
ui_api_1712,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1712
ui_api_1717,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1717
ui_api_172,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_172
ui_api_1722,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1722
ui_api_1727,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1727
ui_api_173,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_173
ui_api_1732,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1732
ui_api_1737,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1737
ui_api_174,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_174
ui_api_1742,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1742
ui_api_1747,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1747
ui_api_175,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_175
ui_api_1752,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1752
ui_api_1757,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1757
ui_api_176,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_176
ui_api_1761,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1761
ui_api_1766,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1766
ui_api_177,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_177
ui_api_1771,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1771
ui_api_1776,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1776
ui_api_178,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_178
ui_api_1781,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1781
ui_api_1786,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1786
ui_api_179,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_179
ui_api_1791,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1791
ui_api_1796,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1796
